,hmid,wid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category,age,country,gender,marital,parenthood
82537,110657,2201,24h,My daughter wanted so badly to go to school with my son this morning this makes me so excited because the transition to school will be easier for her and I am proud my daughter wants to go to school. ,My daughter wanted so badly to go to school with my son this morning this makes me so excited because the transition to school will be easier for her and I am proud my daughter wants to go to school. ,True,1,,affection,34.0,USA,f,married,y
29720,57560,542,24h,I finally got my dishwasher fixed that had been broken for four months.,I finally got my dishwasher fixed that had been broken for four months.,True,1,achievement,achievement,52.0,USA,f,married,y
95403,123603,1869,24h,I watched Jeopardy with my husband.,I watched Jeopardy with my husband.,True,1,affection,affection,74.0,USA,f,married,y
2018,29702,5823,24h,Me and my daughter made a cake yesterday and we had so much fun.,Me and my daughter made a cake yesterday and we had so much fun.,True,1,,affection,37.0,USA,m,married,y
94526,122723,90,24h,"The song was used by ITV for their trailer advertising their coverage of the 2006 FIFA World Cup.
It was also used in a series of I'm a Celebrity... Get Me Out of Here!.[2]
The song was used in the background of a scene in the British science fiction series Torchwood in episode three of series one Ghost Machine.
The song is also used on the American TV series One Tree Hill in 3x01, ""Like You Like an Arsonist"".[3]
The song was used in the ""Belgian Montage"" of the program Dom Joly Happy Hour.","The song was used by ITV for their trailer advertising their coverage of the 2006 FIFA World Cup.
It was also used in a series of I'm a Celebrity... Get Me Out of Here!.[2]
The song was used in the background of a scene in the British science fiction series Torchwood in episode three of series one Ghost Machine.
The song is also used on the American TV series One Tree Hill in 3x01, ""Like You Like an Arsonist"".[3]
The song was used in the ""Belgian Montage"" of the program Dom Joly Happy Hour.",True,5,,leisure,32.0,USA,m,married,y
20319,48103,5568,24h,I got to see my two brothers.,I got to see my two brothers.,True,1,affection,affection,25.0,USA,m,married,y
94811,123008,6703,24h,I won a game of Dota 2.,I won a game of Dota 2.,True,1,,achievement,28.0,USA,m,married,y
83922,112051,754,24h,"I had a really restful, good night's sleep.","I had a really restful, good night's sleep.",True,1,,enjoy_the_moment,50.0,USA,f,single,n
89282,117446,1908,24h,I had a relaxing bubble bath.,I had a relaxing bubble bath.,True,1,leisure,leisure,25.0,USA,f,single,n
97546,125756,9115,24h,I played the drums while waiting on my food to cook in the oven.,I played the drums while waiting on my food to cook in the oven.,True,1,,enjoy_the_moment,46.0,USA,f,married,y
22389,50181,6733,24h,In a mobile phone video game I got enough materials in it to be able to continue playing for longer than I expected.,In a mobile phone video game I got enough materials in it to be able to continue playing for longer than I expected.,True,1,,achievement,24.0,USA,m,single,n
8187,35918,78,24h,"I finish my work assignment three days before deadline, which don't happen very often.","I finish my work assignment three days before deadline, which don't happen very often.",True,1,,enjoy_the_moment,28.0,USA,f,married,y
12156,39904,210,24h,I took a walk in the park early this morning and watched the sun rise over the river.,I took a walk in the park early this morning and watched the sun rise over the river.,True,1,nature,nature,26.0,USA,m,single,n
16380,44150,349,24h,I got appreciation from my boss for my work. ,I got appreciation from my boss for my work. ,True,1,,achievement,24.0,USA,m,single,n
99314,127535,680,24h,I found out today I got a raise at my job that I was not expecting! ,I found out today I got a raise at my job that I was not expecting! ,True,1,,achievement,26.0,USA,m,married,y
89881,118049,336,24h,I am happy right now because I am watching my favorite show! I am watching the Survivor season finale and it's got me on the edge of my seat. It's a fun way to spend the evening!,I am happy right now because I am watching my favorite show! I am watching the Survivor season finale and it's got me on the edge of my seat. It's a fun way to spend the evening!,True,3,,enjoy_the_moment,38.0,USA,f,divorced,y
18019,45796,871,24h,Baked yummy chocolate chip cookies,Baked yummy chocolate chip cookies,True,1,enjoy_the_moment,enjoy_the_moment,25.0,USA,f,single,n
24458,52264,2190,24h,I got some software to work that I've been struggling to get work.,I got some software to work that I've been struggling to get work.,True,1,,achievement,30.0,USA,m,married,y
15698,43467,1929,24h,It was funny reading the reaction to the controversial Pepsi commercial.  Sometimes it is good to enjoy the absurdity of life.,It was funny reading the reaction to the controversial Pepsi commercial.  Sometimes it is good to enjoy the absurdity of life.,True,2,,enjoy_the_moment,40.0,USA,m,married,n
97840,126052,879,24h,I changed my health care insurance to a better provider.,I changed my health care insurance to a better provider.,True,1,,achievement,58.0,USA,f,divorced,y
27562,55387,64,24h,I went to Happy Hour with some friends last night and we had some really good laughs.,I went to Happy Hour with some friends last night and we had some really good laughs.,True,1,,bonding,48.0,USA,f,married,y
94902,123100,1734,24h,going bowling with my friends,going bowling with my friends,True,1,,bonding,28.0,USA,m,single,n
82180,110295,383,24h,I went fishing with my friends,I went fishing with my friends,True,1,,bonding,66.0,USA,m,married,y
91239,119417,4751,24h,"I refreshed the colour of my hair (I dye it forest green), and I enjoy that it's a rich, deep colour again as opposed to faded with bleach spots showing.","I refreshed the colour of my hair (I dye it forest green), and I enjoy that it's a rich, deep colour again as opposed to faded with bleach spots showing.",True,1,,enjoy_the_moment,23.0,USA,f,single,n
1405,29082,505,24h,I grabbed a $20 HIT on Mechanical Turk.,I grabbed a $20 HIT on Mechanical Turk.,True,1,achievement,achievement,25.0,USA,f,single,n
30268,58109,948,24h,"I found out that my sister is good to go to start driving for Lyft, she can start on Monday.","I found out that my sister is good to go to start driving for Lyft, she can start on Monday.",True,1,,affection,40.0,USA,m,single,n
7025,34747,2315,24h,"I went out for dinner, which I do once a week.","I went out for dinner, which I do once a week.",True,1,,leisure,65.0,USA,m,widowed,y
94801,122998,117,24h,I had a fairly easy day at work today.,I had a fairly easy day at work today.,True,1,,enjoy_the_moment,22.0,USA,m,single,n
23795,51600,785,24h,I got to play a video game with one of my best friends. ,I got to play a video game with one of my best friends. ,True,1,bonding,bonding,23.0,USA,m,single,n
88377,116536,130,24h,My kid scored high on his advanced math test.,My kid scored high on his advanced math test.,True,1,,affection,33.0,USA,f,married,y
97230,125439,9943,24h,"at home sewing a bag for groceries, this makes me happy to create ","at home sewing a bag for groceries, this makes me happy to create ",True,1,,enjoy_the_moment,51.0,USA,f,married,y
96825,125031,2288,24h,"Eating a warm, fresh-baked brownie after dinner.","Eating a warm, fresh-baked brownie after dinner.",True,1,,enjoy_the_moment,50.0,USA,f,married,y
22071,49863,811,24h,I finally mopped my kitchen,I finally mopped my kitchen,True,1,achievement,achievement,38.0,USA,f,married,y
17515,45289,30,24h,My mother in law bought my family dinner tonight.,My mother in law bought my family dinner tonight.,True,1,,affection,37.0,USA,m,married,y
98042,126256,13757,24h,When my son was able to listen to simple commands and perform the activities. These include putting toys away in the bathtub and draining the bath tub. ,When my son was able to listen to simple commands and perform the activities. These include putting toys away in the bathtub and draining the bath tub. ,True,2,,affection,24.0,USA,f,married,y
13985,41742,10626,24h,Today I re-potted my tomato seedlings into larger pots.,Today I re-potted my tomato seedlings into larger pots.,True,1,,achievement,69.0,USA,f,married,y
94101,122297,914,24h,The weather outside is nice to go out into.,The weather outside is nice to go out into.,True,1,,nature,28.0,USA,m,single,n
100303,128533,1326,24h,I studied for school.  I did not go to a party.  I thought about my long term goals.  I based my actions around my long term goals.  It makes me feel great to be reaching my most important goals.,I studied for school.  I did not go to a party.  I thought about my long term goals.  I based my actions around my long term goals.  It makes me feel great to be reaching my most important goals.,True,5,,achievement,33.0,USA,m,single,n
90402,118575,798,24h,I got to take my young daughter to swim class and swim with her. ,I got to take my young daughter to swim class and swim with her. ,True,1,,affection,39.0,USA,m,married,y
86006,114147,13032,24h,My wife told me she appreciated the work I've been doing around the house.,My wife told me she appreciated the work I've been doing around the house.,True,1,,affection,31.0,USA,m,married,y
11702,39447,1426,24h,My toddler figured out how to go back down stairs safely (not headfirst!). ,My toddler figured out how to go back down stairs safely (not headfirst!). ,True,2,,affection,37.0,USA,f,married,y
17333,45106,6120,24h,My 7 year old son told me he loved me--unprompted. ,My 7 year old son told me he loved me--unprompted. ,True,1,,affection,33.0,USA,f,married,y
16892,44663,862,24h,My horse behaved while I cleaned her feet and gave her medicine.,My horse behaved while I cleaned her feet and gave her medicine.,True,1,,affection,23.0,USA,f,single,n
95079,123277,1534,24h,Eating some good ice cream,Eating some good ice cream,True,1,leisure,enjoy_the_moment,35.0,USA,m,single,n
1545,29224,2703,24h,I made a big dinner tonight and my partner was very grateful and appreciative of the effort.,I made a big dinner tonight and my partner was very grateful and appreciative of the effort.,True,1,,affection,31.0,USA,f,divorced,n
87119,115273,3837,24h,I watched a movie which had a happy ending.,I watched a movie which had a happy ending.,True,1,,leisure,19.0,USA,m,single,n
877,28550,1306,24h,"I went to Dunkin Donuts and the girl there wrote ""sexy"" on my cup as my name and I noticed it a couple hours later and it made me happy.","I went to Dunkin Donuts and the girl there wrote ""sexy"" on my cup as my name and I noticed it a couple hours later and it made me happy.",True,1,,affection,28.0,USA,m,single,n
15514,43283,7972,24h,Some neighbors came over to visit us with their kids and we all went swimming in our pool.,Some neighbors came over to visit us with their kids and we all went swimming in our pool.,True,1,,affection,55.0,USA,m,single,n
91267,119445,1517,24h,Helped my dad do work on our front yard and it looks really nice,Helped my dad do work on our front yard and it looks really nice,True,1,,affection,22.0,USA,m,single,n
89289,117453,395,24h,"I successfully reached my weight drop that I wanted, after starting a diet and exercise in beginning of April to get in shape for the summer.","I successfully reached my weight drop that I wanted, after starting a diet and exercise in beginning of April to get in shape for the summer.",True,1,,achievement,33.0,USA,m,single,n
10109,37846,1093,24h,"I was able to play ""let it be"" on my electric guitar without any mistakes ","I was able to play ""let it be"" on my electric guitar without any mistakes ",True,1,achievement,achievement,35.0,USA,f,married,n
12096,39843,986,24h,I got a full 8 hours of sleep.,I got a full 8 hours of sleep.,True,1,,leisure,24.0,USA,f,single,n
23937,51743,2909,24h,I got to buy my favorite donut for breakfast this morning and it started my day pretty good.,I got to buy my favorite donut for breakfast this morning and it started my day pretty good.,True,1,,enjoy_the_moment,23.0,USA,f,single,y
14405,42168,316,24h,"In the past 24 hours, it was nice to come home and relax with the love of my life, I truly am never happier anywhere else.","In the past 24 hours, it was nice to come home and relax with the love of my life, I truly am never happier anywhere else.",True,1,,enjoy_the_moment,21.0,USA,m,single,n
82395,110514,19,24h,I purchased a new smartphone for myself.,I purchased a new smartphone for myself.,True,1,,achievement,29.0,USA,m,married,n
27232,55053,6389,24h,I talked with my lover for several hours on the phone. ,I talked with my lover for several hours on the phone. ,True,1,,affection,57.0,USA,f,divorced,y
19005,46786,345,24h,I drove about 2 miles in rush hour traffic and didn't hit one light or stop at all.,I drove about 2 miles in rush hour traffic and didn't hit one light or stop at all.,True,1,achievement,achievement,41.0,USA,m,married,y
29770,57611,2939,24h,I met someone from a dating website that was even more attractive that their picture represented.,I met someone from a dating website that was even more attractive that their picture represented.,True,1,,bonding,39.0,USA,m,single,n
22206,49998,147,24h,I ran out for cardio early in the morning ,I ran out for cardio early in the morning ,True,1,exercise,exercise,31.0,USA,m,single,n
85470,113607,697,24h,Taking my dogs for a walk before the rain settles.,Taking my dogs for a walk before the rain settles.,True,1,,nature,26.0,USA,m,single,n
90431,118605,589,24h,I booked a vacation to Las Vegas and that made me very excited and happy.,I booked a vacation to Las Vegas and that made me very excited and happy.,True,1,,enjoy_the_moment,30.0,USA,m,single,n
96402,124607,3248,24h,We just got back from vacation and it was great to see ny family...extended family.,We just got back from vacation and it was great to see ny family...extended family.,True,1,,affection,38.0,USA,f,married,y
6137,33857,564,24h,In the past 24 hours I found a YouTube channel and Instagram profile that are comedy based and made me laugh a lot. It was needed because it helped lighten up the day.,In the past 24 hours I found a YouTube channel and Instagram profile that are comedy based and made me laugh a lot. It was needed because it helped lighten up the day.,True,2,,achievement,22.0,USA,f,married,n
95057,123255,3412,24h,My family and I went out to eat.,My family and I went out to eat.,True,1,,affection,25.0,USA,m,single,n
90955,119130,5237,24h,My girlfriend tol me that she loved me. ,My girlfriend tol me that she loved me. ,True,1,,affection,19.0,USA,m,single,n
20683,48469,1034,24h,I went to a basketball game with my family.,I went to a basketball game with my family.,True,1,,affection,21.0,USA,m,single,n
8367,36099,556,24h,I got a lot deeper of sleep than usual.,I got a lot deeper of sleep than usual.,True,1,,enjoy_the_moment,38.0,USA,f,single,n
25946,53759,537,24h,I looked at my phone and realized that it is Friday.,I looked at my phone and realized that it is Friday.,True,1,,achievement,24.0,USA,m,single,n
26461,54278,59,24h,I received my item I ordered from Amazon this morning.,I received my item I ordered from Amazon this morning.,True,1,,achievement,43.0,USA,m,single,n
9874,37611,9075,24h,I was having a rough morning and went I went to my tutoring session the tutor noticed and went above and beyond his job expectations to ensure that I was having a better day. ,I was having a rough morning and went I went to my tutoring session the tutor noticed and went above and beyond his job expectations to ensure that I was having a better day. ,True,1,,leisure,24.0,USA,f,single,n
18282,46061,8005,24h,I was able to find time to sit down and focus on my business despite the busy things going on in my life. ,I was able to find time to sit down and focus on my business despite the busy things going on in my life. ,True,1,,achievement,35.0,USA,f,married,y
99454,127675,2237,24h,I came home after work and was able to clean and organize my garage.,I came home after work and was able to clean and organize my garage.,True,1,,achievement,46.0,USA,m,married,y
4034,31733,7800,24h,I was happy when the group of kids I teach after school piano to finally could play through a warm up music sheet of quarter notes and half notes.,I was happy when the group of kids I teach after school piano to finally could play through a warm up music sheet of quarter notes and half notes.,True,1,,bonding,36.0,USA,f,married,y
90787,118961,308,24h,I caught four JLos to start off my morning.,I caught four JLos to start off my morning.,True,1,,leisure,23.0,USA,f,single,n
30148,57989,1402,24h,My husband and I had a netflix and chill date last night and the kids (mostly) slept through it - I can't remember the last time we got to watch an entire movie together.,My husband and I had a netflix and chill date last night and the kids (mostly) slept through it - I can't remember the last time we got to watch an entire movie together.,True,1,affection,affection,27.0,USA,f,married,y
89803,117969,6390,24h,I woke up - living another day makes me happy (as corny as it sounds).,I woke up - living another day makes me happy (as corny as it sounds).,True,1,enjoy_the_moment,enjoy_the_moment,25.0,USA,f,single,n
7907,35636,618,24h,Took a really good social profile picture.,Took a really good social profile picture.,True,1,,bonding,32.0,USA,m,single,n
11176,38917,415,24h,Another event that made me happy was walking my dog.,Another event that made me happy was walking my dog.,True,1,,affection,23.0,USA,m,single,n
11629,39372,34,24h,I got to see my mother and ate dinner with her.,I got to see my mother and ate dinner with her.,True,1,,affection,23.0,USA,m,single,n
20008,47792,13714,24h,I had dinner with my older sister and we finalized some weekend plans to see our younger sister and her family. So its a little immediate family reunion as we dont get to see each all of each other but once a year. ,I had dinner with my older sister and we finalized some weekend plans to see our younger sister and her family. So its a little immediate family reunion as we dont get to see each all of each other but once a year. ,True,2,,affection,42.0,USA,m,divorced,y
83364,111489,18,24h,I found out my friend is following his dreams.,I found out my friend is following his dreams.,True,1,bonding,bonding,30.0,USA,m,single,n
6492,34212,2325,24h,What made me really happy is that my daughter got a job offer for a great position she really wanted.,What made me really happy is that my daughter got a job offer for a great position she really wanted.,True,1,affection,affection,56.0,USA,f,married,y
89331,117495,68,24h,my daughter had a good day of school today.,my daughter had a good day of school today.,True,1,,affection,37.0,USA,m,single,y
84598,112731,141,24h,I was able to get a game that I downloaded to work after spending all night a couple days ago trying.,I was able to get a game that I downloaded to work after spending all night a couple days ago trying.,True,1,,leisure,35.0,USA,m,single,n
29202,57036,4634,24h,My wife joined me in the shower this morning after our 5 mile run. ,My wife joined me in the shower this morning after our 5 mile run. ,True,1,,exercise,39.0,USA,m,married,y
90510,118684,374,24h,I made significant progress - more than I had anticipated - on an important project at work.,I made significant progress - more than I had anticipated - on an important project at work.,True,1,,achievement,40.0,USA,m,single,n
12896,40647,310,24h,When I awoke my dog was in bed with me. ,When I awoke my dog was in bed with me. ,True,1,,affection,83.0,USA,m,married,y
24156,51962,1321,24h,I was able to fix my broken headphones.,I was able to fix my broken headphones.,True,1,,achievement,18.0,USA,m,single,n
17902,45678,982,24h,"I was happy to hear my son got a good grade on his exam, when he thought he wasn't going to do good.","I was happy to hear my son got a good grade on his exam, when he thought he wasn't going to do good.",True,1,,affection,35.0,USA,f,married,y
1815,29497,1556,24h,"On my walk back from the post office this afternoon, I stopped under my favorite magnolia tree and soaked in her beauty as she starts to bloom.","On my walk back from the post office this afternoon, I stopped under my favorite magnolia tree and soaked in her beauty as she starts to bloom.",True,1,,nature,42.0,USA,f,married,n
89255,117419,1186,24h,"Selling lots of cars at work, as I direct the Internet","Selling lots of cars at work, as I direct the Internet",True,1,,achievement,31.0,USA,m,married,y
8464,36196,254,24h,I drank coffee that was hot instead of cold which is unusual with how busy I am!,I drank coffee that was hot instead of cold which is unusual with how busy I am!,True,1,,enjoy_the_moment,29.0,USA,m,single,n
16078,43848,3512,24h,I was at my computer and my girlfriend walked downstairs after waking up from her sleep.,I was at my computer and my girlfriend walked downstairs after waking up from her sleep.,True,1,,affection,26.0,USA,m,single,n
28884,56718,3305,24h,I went to an awesome show Friday afternoon to watch a live performance.,I went to an awesome show Friday afternoon to watch a live performance.,True,1,,leisure,30.0,USA,m,single,n
21192,48980,2412,24h,I was happy when I sold my old imac. ,I was happy when I sold my old imac. ,True,1,,affection,23.0,USA,m,single,n
6482,34202,2670,24h,My air conditioner finally got fixed in time for the hot summer.,My air conditioner finally got fixed in time for the hot summer.,True,1,,achievement,32.0,USA,f,married,y
95266,123466,2670,24h,My daughter had her last day of preschool.,My daughter had her last day of preschool.,True,1,,affection,32.0,USA,f,married,y
643,28316,4456,24h,I played with my cat and he licked my face for an hour!,I played with my cat and he licked my face for an hour!,True,1,,affection,22.0,USA,m,single,n
88166,116325,575,24h,I went on a nature walk today during a break from working and the weather as well as the nature reserve were absolutely beautiful.,I went on a nature walk today during a break from working and the weather as well as the nature reserve were absolutely beautiful.,True,1,nature,nature,27.0,USA,m,single,n
5904,33623,6772,24h,"I was playing disc golf, which I am new to, and make a shot from about 30 feet away.","I was playing disc golf, which I am new to, and make a shot from about 30 feet away.",True,1,,achievement,39.0,USA,m,married,y
26963,54781,1983,24h,I was approved for a consolidation loan.,I was approved for a consolidation loan.,True,1,,achievement,39.0,USA,m,married,y
92063,120246,487,24h,I learned a new guitar song that was difficult!,I learned a new guitar song that was difficult!,True,1,,achievement,27.0,USA,o,single,n
22192,49984,385,24h,I found a long lost Tiffany earring randomly today cleaning my apartment.,I found a long lost Tiffany earring randomly today cleaning my apartment.,True,1,,achievement,25.0,USA,f,single,n
16600,44370,468,24h,When I found out my kid was going to play professional football.,When I found out my kid was going to play professional football.,True,1,,affection,40.0,USA,m,married,y
23522,51322,2114,24h,I spent time with my children.,I spent time with my children.,True,1,,affection,34.0,USA,m,married,y
91756,119937,2781,24h,My husband is getting out of the funk that he's been in for 2 weeks. ,My husband is getting out of the funk that he's been in for 2 weeks. ,True,1,,affection,41.0,USA,f,married,y
89905,118075,92,24h,I spent the day with my husband ,I spent the day with my husband ,True,1,affection,affection,54.0,USA,f,married,y
7610,35338,2882,24h,My wife did not have to go to track practice and stayed home.,My wife did not have to go to track practice and stayed home.,True,1,,affection,53.0,USA,f,married,n
23981,51787,2145,24h,My favorite baseball team won their game yesterday ,My favorite baseball team won their game yesterday ,True,1,,enjoy_the_moment,27.0,USA,m,single,n
12068,39815,2775,24h,Dinner last night came out tasting better then expected. ,Dinner last night came out tasting better then expected. ,True,1,,achievement,33.0,USA,m,single,n
15447,43216,2915,24h,"Speaking with my neighbor about the pizza oven he in installing and working out a date where he can prepare pizzas and I will setup our 18"" outdoor screen so we can watch movies.  ","Speaking with my neighbor about the pizza oven he in installing and working out a date where he can prepare pizzas and I will setup our 18"" outdoor screen so we can watch movies.  ",True,1,,affection,52.0,USA,f,married,y
30269,58110,572,24h,Abby (one of our two doggies) was making noises sounding like a kid complaining and grumbling for being told to be quiet and it sounded really funny.,Abby (one of our two doggies) was making noises sounding like a kid complaining and grumbling for being told to be quiet and it sounded really funny.,True,1,,achievement,52.0,USA,m,married,n
15363,43132,2069,24h,I got dinner with some friends.,I got dinner with some friends.,True,1,,bonding,30.0,USA,f,single,n
100501,128733,5798,24h,I won in the multiplayer video game I was playing.,I won in the multiplayer video game I was playing.,True,1,,leisure,26.0,USA,m,single,n
27901,55728,5230,24h,My favorite basketball team won a game.,My favorite basketball team won a game.,True,1,,achievement,33.0,USA,m,single,n
1378,29055,80,24h,I took a walk at lunch with a friend and played pokemon go,I took a walk at lunch with a friend and played pokemon go,True,1,,bonding,23.0,USA,o,single,n
83279,111404,124,24h,I went to a town fair with some friends,I went to a town fair with some friends,True,1,,bonding,28.0,USA,m,single,n
96367,124572,1472,24h,My parents drove 500 miles to visit me for this weekend.,My parents drove 500 miles to visit me for this weekend.,True,1,,affection,41.0,USA,m,single,n
11331,39073,4631,24h,This morning I took a midterm in my finance class and got a 96%,This morning I took a midterm in my finance class and got a 96%,True,1,,achievement,24.0,USA,m,single,n
13203,40955,4472,24h,I went to church and they sang my favorite songs.,I went to church and they sang my favorite songs.,True,1,,enjoy_the_moment,22.0,USA,m,single,n
28222,56049,3241,24h,I found a bag of Kit Kats in my cupboard that I had forgotten about.,I found a bag of Kit Kats in my cupboard that I had forgotten about.,True,1,,enjoy_the_moment,34.0,USA,m,married,y
82656,110776,2425,24h,I felt happy when i sat down for dinner after having only eaten a single meal the entire day,I felt happy when i sat down for dinner after having only eaten a single meal the entire day,True,1,,enjoy_the_moment,24.0,USA,m,single,n
97342,125551,11353,24h,My improvised recipe turned out to be edible.,My improvised recipe turned out to be edible.,True,1,,achievement,26.0,USA,f,single,n
29852,57693,9618,24h,I got a letter in the mail from a close friend. She included some cute stickers and a postcard for my collection. ,I got a letter in the mail from a close friend. She included some cute stickers and a postcard for my collection. ,True,2,,bonding,41.0,USA,f,single,n
15640,43409,10970,24h,I spent some time with my dog who is usually outside.,I spent some time with my dog who is usually outside.,True,1,,affection,32.0,USA,m,single,n
21213,49001,98,24h,Getting ready to work in my yard all day tomorrow to get it ready for summer.,Getting ready to work in my yard all day tomorrow to get it ready for summer.,True,1,,achievement,34.0,USA,m,married,y
4888,32597,5378,24h,"I was able to get a good, full night of sleep this week.  I actually woke up feeling refreshed.","I was able to get a good, full night of sleep this week.  I actually woke up feeling refreshed.",True,2,,enjoy_the_moment,31.0,USA,f,single,n
94209,122406,361,24h,Last night I decided to order pizza because I hadn't had it in a while and it was tasty.,Last night I decided to order pizza because I hadn't had it in a while and it was tasty.,True,1,,enjoy_the_moment,31.0,USA,m,single,n
86748,114896,567,24h,I got my friend Steve to sub for me at work tomorrow so I can take my car in and help my Mom with something and I can take the day off work.,I got my friend Steve to sub for me at work tomorrow so I can take my car in and help my Mom with something and I can take the day off work.,True,1,,bonding,35.0,USA,m,married,n
92415,120603,589,24h,I went for a jog in the nice morning air and it made me feel great.,I went for a jog in the nice morning air and it made me feel great.,True,1,,exercise,30.0,USA,m,single,n
368,28041,9386,24h,I felt my baby move in my belly for the first time!,I felt my baby move in my belly for the first time!,True,1,,affection,45.0,USA,f,widowed,y
16759,44529,764,24h,I worked with IT to get a big problem we were having with the website fixed.,I worked with IT to get a big problem we were having with the website fixed.,True,1,,achievement,31.0,USA,m,married,n
6377,34097,1556,24h,"With laughter and a positive attitude in her voice, my mom shared with me that her cancer has returned.  While I was trying to keep my composure over the phone, she sounded strong and ready to fight once more.","With laughter and a positive attitude in her voice, my mom shared with me that her cancer has returned.  While I was trying to keep my composure over the phone, she sounded strong and ready to fight once more.",True,2,,affection,42.0,USA,f,married,n
93179,121372,11741,24h,"i just started my online store and someone bought something from it yesterday, i was so happy","i just started my online store and someone bought something from it yesterday, i was so happy",True,1,achievement,achievement,25.0,USA,f,single,n
86785,114934,668,24h,I found a couple dollar bills in my just washed shorts.,I found a couple dollar bills in my just washed shorts.,True,1,,achievement,36.0,USA,m,single,n
13959,41716,87,24h,I got a lot of work done today.,I got a lot of work done today.,True,1,,achievement,36.0,USA,f,single,n
20038,47822,1563,24h,I was able to sell a gift card I got for free to someone on the internet.,I was able to sell a gift card I got for free to someone on the internet.,True,1,,achievement,27.0,USA,m,married,n
23250,51049,1310,24h,I finally got a chance to listen to the new Drake album.,I finally got a chance to listen to the new Drake album.,True,1,,achievement,29.0,USA,m,single,n
4727,32436,5793,24h,I was happy when my child received an honor at school.,I was happy when my child received an honor at school.,True,1,,achievement,44.0,USA,f,married,y
17914,45690,2086,24h,I got to see my dad and spend time at his house.,I got to see my dad and spend time at his house.,True,1,affection,affection,26.0,USA,f,single,y
21110,48897,988,24h,I went to my child's parent-teacher conference where the teacher praised my child.,I went to my child's parent-teacher conference where the teacher praised my child.,True,1,,affection,32.0,USA,m,married,y
9398,37132,6449,24h,Had a Video Chat with my sister,Had a Video Chat with my sister,True,1,,affection,36.0,USA,m,single,n
23607,51407,1406,24h,"I played fetch with my dogs, who just turned 9.","I played fetch with my dogs, who just turned 9.",True,1,,affection,26.0,USA,m,single,n
93670,121865,730,24h,"I was able to get a full night's sleep last night, which hasn't been happening too much lately.","I was able to get a full night's sleep last night, which hasn't been happening too much lately.",True,1,enjoy_the_moment,enjoy_the_moment,26.0,USA,m,married,n
13479,41235,2407,24h,I reserved a new car at a dealership!,I reserved a new car at a dealership!,True,1,,achievement,27.0,USA,m,single,n
7074,34797,49,24h,I finally got around to doing the house cleaning which I have been putting off for some time now. Tedious but satisfying.,I finally got around to doing the house cleaning which I have been putting off for some time now. Tedious but satisfying.,True,2,,achievement,35.0,USA,m,married,n
3293,30988,9825,24h,Something that made me happy was having a day off and enjoying time to myself without any work related things stressing me out. ,Something that made me happy was having a day off and enjoying time to myself without any work related things stressing me out. ,True,1,,enjoy_the_moment,28.0,USA,f,single,n
99665,127886,13368,24h,I received a large check in the mail. ,I received a large check in the mail. ,True,1,,achievement,35.0,USA,f,single,y
21088,48875,2000,24h,I passed my exam.,I passed my exam.,True,1,,achievement,34.0,USA,m,married,y
5786,33505,1306,24h,I had blacked out a week ago on xanax and lost my cell phone. When I was walking into my house today I found it in the woods.,I had blacked out a week ago on xanax and lost my cell phone. When I was walking into my house today I found it in the woods.,True,2,,achievement,28.0,USA,m,single,n
98384,126600,12658,24h,I had a few tasks to do for Lionbridge today and that made me very happy because lately I have not been getting any work from them.,I had a few tasks to do for Lionbridge today and that made me very happy because lately I have not been getting any work from them.,True,1,,achievement,33.0,USA,f,divorced,y
87482,115638,1383,24h,I am happy that my mother is finally able to breathe better.,I am happy that my mother is finally able to breathe better.,True,1,,affection,56.0,USA,m,single,n
30417,58259,1358,24h,I managed to make it to the gym after doing a lot of stuff today,I managed to make it to the gym after doing a lot of stuff today,True,1,,exercise,31.0,USA,m,single,n
92113,120297,517,24h,I jogged on my treadmill and reached my time goal for today.,I jogged on my treadmill and reached my time goal for today.,True,1,,achievement,42.0,USA,m,single,n
27207,55028,11755,24h,It made me very happy when I picked up my 2 nieces and nephew at school and they ran up to me with smiles and hugs. ,It made me very happy when I picked up my 2 nieces and nephew at school and they ran up to me with smiles and hugs. ,True,1,,affection,49.0,USA,f,married,y
18111,45890,1127,24h,"I drank an arizona iced tea, and it was very good","I drank an arizona iced tea, and it was very good",True,1,enjoy_the_moment,enjoy_the_moment,18.0,USA,m,single,n
89697,117862,2720,24h,My older son goofed around with me.,My older son goofed around with me.,True,1,,affection,27.0,USA,m,divorced,y
15015,42780,372,24h,I was happy when I transferred money to my bank account.,I was happy when I transferred money to my bank account.,True,1,achievement,achievement,19.0,USA,m,single,n
21520,49308,4599,24h,I went to the gym and did a really hard workout that made me feel great and accomplished afterward.,I went to the gym and did a really hard workout that made me feel great and accomplished afterward.,True,1,exercise,exercise,28.0,USA,f,single,n
94481,122678,1346,24h,I got lost in a great hour of rabbit-holing Violent Femmes videos on Youtube.,I got lost in a great hour of rabbit-holing Violent Femmes videos on Youtube.,True,1,,achievement,44.0,USA,m,single,n
87548,115704,4573,24h,I bought myself new clothes.,I bought myself new clothes.,True,1,,achievement,23.0,USA,m,single,n
19469,47251,210,24h,I finished a 9.3 mile run yesterday afternoon. The breeze coming off the river was pleasant.,I finished a 9.3 mile run yesterday afternoon. The breeze coming off the river was pleasant.,True,2,,exercise,26.0,USA,m,single,n
